"filename", "language", "Markdown", "Image", "CSS", "XML", "JavaScript", "JSON", "Pug", "Environment Variables", "YAML", "comment", "blank", "total"
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/email/email-layout.pug", "Pug", 0, 0, 0, 0, 0, 0, 27, 0, 0, 2, 2, 31
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/email/password-reset.pug", "Pug", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/email/styles.css", "CSS", 0, 0, 254, 0, 0, 0, 0, 0, 0, 27, 30, 311
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/email/verify-account.pug", "Pug", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 2, 10
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/error.pug", "Pug", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 2, 8
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/flightsList.pug", "Pug", 0, 0, 0, 0, 0, 0, 41, 0, 0, 0, 18, 59
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/index.pug", "Pug", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 5, 21
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/layout.pug", "Pug", 0, 0, 0, 0, 0, 0, 52, 0, 0, 2, 12, 66
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/login.pug", "Pug", 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 2, 9
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/mixins/_blogCard.pug", "Pug", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 1, 14
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/mixins/_blogForm.pug", "Pug", 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 3, 16
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/mixins/_forgotForm.pug", "Pug", 0, 0, 0, 0, 0, 0, 6, 0, 0, 0, 0, 6
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/mixins/_loginForm.pug", "Pug", 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 8
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/mixins/_pagination.pug", "Pug", 0, 0, 0, 0, 0, 0, 20, 0, 0, 0, 3, 23
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/mixins/_registerForm.pug", "Pug", 0, 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 16
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/myTickets.pug", "Pug", 0, 0, 0, 0, 0, 0, 36, 0, 0, 10, 16, 62
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/register.pug", "Pug", 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 3, 8
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/views/reset.pug", "Pug", 0, 0, 0, 0, 0, 0, 10, 0, 0, 1, 2, 13
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/UserService/webpack.config.js", "JavaScript", 0, 0, 0, 0, 46, 0, 0, 0, 0, 28, 9, 83
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/.yo-rc.json", "JSON", 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 2
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/config/gateway.config.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 95, 7, 9, 111
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/config/models/applications.json", "JSON", 0, 0, 0, 0, 0, 16, 0, 0, 0, 0, 1, 17
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/config/models/credentials.json", "JSON", 0, 0, 0, 0, 0, 85, 0, 0, 0, 0, 1, 86
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/config/models/users.json", "JSON", 0, 0, 0, 0, 0, 28, 0, 0, 0, 0, 1, 29
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/config/system.config.yml", "YAML", 0, 0, 0, 0, 0, 0, 0, 0, 18, 5, 4, 27
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/package-lock.json", "JSON", 0, 0, 0, 0, 0, 32313, 0, 0, 0, 0, 1, 32314
"/home/stefan/faks/Softverske_Komponente/Avionske-karte/avio/package.json", "JSON", 0, 0, 0, 0, 0, 73, 0, 0, 0, 0, 1, 74
